,expiration_timestamp,option_type,instrument_name,strike,underlying_price,underlying_index,timestamp,stats,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,index_price,greeks,estimated_delivery_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv
125,1601020800000,put,BTC-25SEP20-4500-P,4500.0,9438.91,BTC-25SEP20,1589434957121,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.03,98.3,0.0075,0.0505,0.02345749,102.23,0.027,0.0,9353.98,"{'vega': 7.3511, 'theta': -2.80211, 'rho': -3.10641, 'gamma': 2e-05, 'delta': -0.06612}",9353.98,19252180675,"[[0.022, 38.0], [0.0215, 0.5], [0.02, 15.0], [0.0005, 0.2]]",100.33,0.022,38.0,0.025,14.0,"[[0.025, 14.0], [0.026, 4.5], [0.0265, 13.0], [0.03, 0.1]]",104.19
126,1589529600000,put,BTC-15MAY20-7250-P,7250.0,9354.3,SYN.BTC-15MAY20,1589434956995,"{'volume': 28.5, 'price_change': -75.0, 'low': 0.0005, 'high': 0.002}",open,0.0,301.1,0.0005,0.0155,8.39e-05,171.48,0.0005,0.0,9353.98,"{'vega': 0.04532, 'theta': -0.78479, 'rho': -0.00083, 'gamma': 1e-05, 'delta': -0.00289}",9353.98,19252191324,[],0.0,0.0,0.0,0.0015,47.4,"[[0.0015, 47.4], [0.002, 5.0], [0.315, 90.0]]",250.84
127,1593158400000,call,BTC-26JUN20-10000-C,10000.0,9361.73,BTC-26JUN20,1589434957921,"{'volume': 194.4, 'price_change': 31.7829, 'low': 0.0645, 'high': 0.0885}",open,0.06,1944.9,0.044,0.1275,0.08335927,80.86,0.085,0.0,9353.95,"{'vega': 12.77114, 'theta': -11.98186, 'rho': 4.17193, 'gamma': 0.00015, 'delta': 0.46079}",9353.95,19252194263,"[[0.0815, 40.0], [0.0805, 14.0], [0.08, 1.0], [0.079, 0.5], [0.0775, 10.0], [0.059, 7.0], [0.0575, 5.0], [0.057, 5.0], [0.0415, 0.1], [0.025, 0.1], [0.02, 0.1], [0.011, 0.1], [0.0015, 10.0], [0.001, 0.4]]",79.51,0.0815,40.0,0.085,14.0,"[[0.085, 14.0], [0.086, 0.3], [0.0865, 0.5], [0.088, 10.0], [0.0885, 9.6], [0.0965, 3.0], [0.11, 25.5], [0.12, 29.0], [0.1365, 3.0], [0.139, 3.0], [0.14, 2.2], [0.15, 2.2], [0.156, 10.0], [0.162, 10.0], [0.17, 3.0], [0.22, 1.5], [0.23, 0.2], [0.25, 1.0], [0.3, 6.0], [0.441, 8.0]]",82.07
128,1589529600000,put,BTC-15MAY20-6500-P,6500.0,9354.3,SYN.BTC-15MAY20,1589434957921,"{'volume': 2.0, 'price_change': 0.0, 'low': 0.0005, 'high': 0.0005}",open,0.0,552.2,0.0005,0.0155,9.7e-07,171.51,0.0005,0.0,9353.95,"{'vega': 0.00093, 'theta': -0.00904, 'rho': -1e-05, 'gamma': 0.0, 'delta': -4e-05}",9353.95,19252094071,[],0.0,0.0,0.0,0.001,44.0,"[[0.001, 44.0], [0.0015, 0.1], [0.08, 0.1], [0.0845, 14.5], [0.1, 0.8], [0.15, 0.5], [0.1815, 70.0], [0.2, 1.0], [0.6, 0.1]]",319.8
129,1593158400000,put,BTC-26JUN20-32000-P,32000.0,9361.7,BTC-26JUN20,1589434957923,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,2.61,11.2,2.319,2.541,2.42181164,156.59,2.87,0.0,9353.95,"{'vega': 1.68398, 'theta': -3.05936, 'rho': -37.58053, 'gamma': 1e-05, 'delta': -0.97807}",9353.95,19228290729,"[[0.0005, 13.8]]",0.0,0.0005,13.8,0.0,0.0,[],0.0
130,1590134400000,call,BTC-22MAY20-8250-C,8250.0,9355.44,SYN.BTC-22MAY20,1589434958720,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.1,0.0,0.098,0.171,0.13410433,101.09,,0.0,9353.95,"{'vega': 3.672, 'theta': -22.92662, 'rho': 1.42055, 'gamma': 0.00019, 'delta': 0.81873}",9353.95,19252191540,"[[0.05, 0.2]]",0.0,0.05,0.2,0.3025,14.0,"[[0.3025, 14.0]]",435.2
131,1601020800000,put,BTC-25SEP20-14000-P,14000.0,9438.74,BTC-25SEP20,1589434959937,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.63,103.4,0.486,0.648,0.56188137,85.01,0.614,0.0,9353.88,"{'vega': 20.06562, 'theta': -6.36009, 'rho': -43.55359, 'gamma': 7e-05, 'delta': -0.6941}",9353.88,19228290731,"[[0.0005, 13.8]]",0.0,0.0005,13.8,5.2505,0.1,"[[5.2505, 0.1]]",500.0
132,1589529600000,put,BTC-15MAY20-6750-P,6750.0,9354.14,SYN.BTC-15MAY20,1589434960390,"{'volume': 20.0, 'price_change': 0.0, 'low': 0.0005, 'high': 0.001}",open,0.0,364.4,0.0005,0.0155,5.19e-06,171.51,0.0005,0.0,9353.88,"{'vega': 0.00417, 'theta': -0.04852, 'rho': -6e-05, 'gamma': 0.0, 'delta': -0.00022}",9353.88,19252094053,[],0.0,0.0,0.0,0.001,45.0,"[[0.001, 45.0], [0.0015, 10.0], [0.002, 1.0], [0.0115, 5.0], [0.085, 14.5], [0.2, 0.1], [0.227, 100.0]]",290.54
133,1593158400000,put,BTC-26JUN20-4500-P,4500.0,9361.54,BTC-26JUN20,1589434960390,"{'volume': 124.3, 'price_change': -10.0, 'low': 0.008, 'high': 0.01}",open,0.01,435.8,0.0005,0.0275,0.00922589,140.49,0.009,0.0,9353.88,"{'vega': 2.73252, 'theta': -4.45386, 'rho': -0.53638, 'gamma': 2e-05, 'delta': -0.0393}",9353.88,19252191341,"[[0.0085, 40.0], [0.0075, 18.0], [0.0065, 10.5], [0.0055, 7.0], [0.0045, 7.0], [0.001, 0.7], [0.0005, 0.1]]",137.94,0.0085,40.0,0.01,28.7,"[[0.01, 28.7], [0.0105, 5.0], [0.011, 5.2], [0.0115, 18.0], [0.0125, 0.5], [0.19, 12.5], [0.25, 21.3], [0.42, 12.8], [0.4995, 0.1]]",143.08
134,1593158400000,call,BTC-26JUN20-6000-C,6000.0,9361.76,BTC-26JUN20,1589434960944,"{'volume': 1.6, 'price_change': 5.4173, 'low': 0.3415, 'high': 0.36}",open,0.35,255.0,0.3475,0.4155,0.37970951,115.45,0.36,0.0,9354.13,"{'vega': 5.37178, 'theta': -7.19562, 'rho': 5.82321, 'gamma': 4e-05, 'delta': 0.90654}",9354.13,19252191055,"[[0.0045, 10.0], [0.003, 1.0], [0.001, 20.0]]",0.0,0.0045,10.0,0.63,0.2,"[[0.63, 0.2], [0.68, 10.0], [0.95, 0.3]]",419.07
135,1608883200000,call,BTC-25DEC20-24000-C,24000.0,9511.1,BTC-25DEC20,1589434960942,"{'volume': 25.5, 'price_change': 22.2222, 'low': 0.045, 'high': 0.055}",open,0.04,49.8,0.0165,0.108,0.05129243,91.66,0.055,0.0,9354.13,"{'vega': 19.40685, 'theta': -3.95112, 'rho': 7.38541, 'gamma': 4e-05, 'delta': 0.17721}",9354.13,19252188641,"[[0.049, 12.0], [0.0475, 12.0], [0.0365, 1.1], [0.036, 1.0], [0.0355, 0.2], [0.02, 0.5], [0.015, 0.5], [0.007, 0.2], [0.0015, 0.1], [0.001, 1.0]]",90.52,0.049,12.0,0.054,12.0,"[[0.054, 12.0], [0.057, 12.0], [0.072, 0.5], [0.15, 0.4]]",92.97
136,1590134400000,put,BTC-22MAY20-13000-P,13000.0,9355.55,SYN.BTC-22MAY20,1589434962059,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.47,0.0,0.3495,0.4455,0.39306212,125.68,,0.0,9354.11,"{'vega': 1.39192, 'theta': -10.80492, 'rho': -2.79075, 'gamma': 6e-05, 'delta': -0.95195}",9354.11,19252191490,"[[0.0005, 16.3]]",0.0,0.0005,16.3,0.796,2.5,"[[0.796, 2.5]]",500.0
